year,ccode,country,regime,duration,collapse,hypart,democracy2,party2,sftgcode,coup,coup.1,predyr,postcw,pastcoup,infantmort,slowgrowth,civconc,regdur,regfail,party,anocracy,xconst,gdp,constraint,constraint2,party2,rev_party,xconst3,,
1988,372,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,373,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,531,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,565,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2547362836,NA,NA,NA,NA,NA,,
1988,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,701,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3049945191,NA,NA,NA,NA,NA,,
1988,702,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,703,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,704,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,705,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1990,0,0,NA,0,NA,NA,NA,NA,NA,NA,3.17E+09,NA,NA,NA,NA,NA,,
1989,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1990,0,0,NA,0,NA,NA,NA,NA,NA,NA,2023318164,NA,NA,NA,NA,NA,,
1989,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1990,0,0,NA,0,NA,NA,NA,NA,NA,NA,413049984,NA,NA,NA,NA,NA,,
1989,316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39130979426,NA,NA,NA,NA,NA,,
1989,317,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11716492830,NA,NA,NA,NA,NA,,
1989,343,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4471828622,NA,NA,NA,NA,NA,,
1989,344,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24782163174,NA,NA,NA,NA,NA,,
1989,346,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,349,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17381802758,NA,NA,NA,NA,NA,,
1989,359,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3592856080,NA,NA,NA,NA,NA,,
1989,366,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,367,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7447002857,NA,NA,NA,NA,NA,,
1989,368,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10506695074,NA,NA,NA,NA,NA,,
1989,369,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81456431292,NA,NA,NA,NA,NA,,
1989,370,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17369598958,NA,NA,NA,NA,NA,,
1989,371,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256838858,NA,NA,NA,NA,NA,,
1989,372,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7737994864,NA,NA,NA,NA,NA,,
1989,373,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8858006036,NA,NA,NA,NA,NA,,
1989,531,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,565,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2804357094,NA,NA,NA,NA,NA,,
1989,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,701,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3232066837,NA,NA,NA,NA,NA,,
1989,702,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2629395066,NA,NA,NA,NA,NA,,
1989,703,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67E+09,NA,NA,NA,NA,NA,,
1989,704,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13360607991,NA,NA,NA,NA,NA,,
1989,705,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26932728899,NA,NA,NA,NA,NA,,
1989,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1991,0,0,NA,1,NA,NA,NA,NA,NA,NA,3111160000,NA,NA,NA,NA,NA,,
1990,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1991,0,0,NA,1,NA,NA,NA,NA,NA,NA,2007109743,NA,NA,NA,NA,NA,,
1990,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1991,0,0,NA,0,NA,NA,NA,NA,NA,NA,444720726.5,NA,NA,NA,NA,NA,,
1990,316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28688387778,NA,NA,NA,NA,NA,,
1990,317,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13119169442,NA,NA,NA,NA,NA,,
1990,343,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694744807,NA,NA,NA,NA,NA,,
1990,344,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18156461130,NA,NA,NA,NA,NA,,
1990,346,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,349,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12673485227,NA,NA,NA,NA,NA,,
1990,359,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3094567110,NA,NA,NA,NA,NA,,
1990,366,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,367,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6756418264,NA,NA,NA,NA,NA,,
1990,368,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10287023246,NA,NA,NA,NA,NA,,
1990,369,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77464043753,NA,NA,NA,NA,NA,,
1990,370,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17813389815,NA,NA,NA,NA,NA,,
1990,371,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068526522,NA,NA,NA,NA,NA,,
1990,372,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6337314652,NA,NA,NA,NA,NA,,
1990,373,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8792365811,NA,NA,NA,NA,NA,,
1990,531,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,701,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3197224007,NA,NA,NA,NA,NA,,
1990,702,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535545389,NA,NA,NA,NA,NA,,
1990,703,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570833333,NA,NA,NA,NA,NA,,
1990,704,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13800157749,NA,NA,NA,NA,NA,,
1990,705,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24881135586,NA,NA,NA,NA,NA,,
1990,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1991,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1992,1,0,NA,1,NA,NA,NA,NA,NA,NA,3.11E+09,NA,NA,NA,NA,NA,,
1991,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1992,1,0,NA,1,NA,NA,NA,NA,NA,NA,1950900000,NA,NA,NA,NA,NA,,
1991,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1992,1,0,NA,0,NA,NA,NA,NA,NA,NA,518143678.5,NA,NA,NA,NA,NA,,
1991,316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33439461247,NA,NA,NA,NA,NA,,
1991,317,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14271366596,NA,NA,NA,NA,NA,,
1991,346,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1991,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1991,531,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477101651.6,NA,NA,NA,NA,NA,,
1991,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1991,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1992,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1993,1,0,NA,1,NA,NA,NA,NA,NA,NA,3.09E+09,NA,NA,NA,NA,NA,,
1992,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1993,1,0,NA,1,NA,NA,NA,NA,NA,NA,2046188943,NA,NA,NA,NA,NA,,
1992,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1993,1,0,NA,0,NA,NA,NA,NA,NA,NA,559759653.3,NA,NA,NA,NA,NA,,
1992,316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39263369286,NA,NA,NA,NA,NA,,
1992,316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39263369286,NA,NA,NA,NA,NA,,
1992,317,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16145671514,NA,NA,NA,NA,NA,,
1992,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1992,531,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467876293.7,NA,NA,NA,NA,NA,,
1992,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1992,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1993,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1994,1,0,NA,1,NA,NA,NA,NA,NA,NA,3.26E+09,NA,NA,NA,NA,NA,,
1993,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1994,1,0,NA,1,NA,NA,NA,NA,NA,NA,2151295089,NA,NA,NA,NA,NA,,
1993,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1994,1,0,NA,0,NA,NA,NA,NA,NA,NA,580760211.3,NA,NA,NA,NA,NA,,
1993,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1993,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1993,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1994,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1995,1,0,NA,0,NA,NA,NA,NA,NA,NA,3.43E+09,NA,NA,NA,NA,NA,,
1994,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1995,1,0,NA,0,NA,NA,NA,NA,NA,NA,2261969772,NA,NA,NA,NA,NA,,
1994,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1995,1,0,NA,1,NA,NA,NA,NA,NA,NA,620031771.9,NA,NA,NA,NA,NA,,
1994,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1994,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1994,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1995,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1996,1,0,NA,0,NA,NA,NA,NA,NA,NA,3.61E+09,NA,NA,NA,NA,NA,,
1995,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1996,1,0,NA,1,NA,NA,NA,NA,NA,NA,2411872814,NA,NA,NA,NA,NA,,
1995,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1996,1,0,NA,1,NA,NA,NA,NA,NA,NA,641271333.4,NA,NA,NA,NA,NA,,
1995,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1995,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1995,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1996,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1997,1,0,NA,0,NA,NA,NA,NA,NA,NA,4961119000,NA,NA,NA,NA,NA,,
1996,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1997,1,0,NA,1,NA,NA,NA,NA,NA,NA,2549296365,NA,NA,NA,NA,NA,,
1996,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1997,1,0,NA,1,NA,NA,NA,NA,NA,NA,654198121.1,NA,NA,NA,NA,NA,,
1996,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1996,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1996,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1997,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1998,1,0,NA,0,NA,NA,NA,NA,NA,NA,5353524000,NA,NA,NA,NA,NA,,
1997,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1998,1,0,NA,0,NA,NA,NA,NA,NA,NA,2874459181,NA,NA,NA,NA,NA,,
1997,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1998,1,0,NA,0,NA,NA,NA,NA,NA,NA,688872472.7,NA,NA,NA,NA,NA,,
1997,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1997,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1997,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1998,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,1999,1,0,NA,0,NA,NA,NA,NA,NA,NA,6019972000,NA,NA,NA,NA,NA,,
1998,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,1999,1,0,NA,0,NA,NA,NA,NA,NA,NA,3012031889,NA,NA,NA,NA,NA,,
1998,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,1999,1,0,NA,0,NA,NA,NA,NA,NA,NA,732607993.8,NA,NA,NA,NA,NA,,
1998,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1998,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1998,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1999,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2000,1,0,NA,0,NA,NA,NA,NA,NA,NA,6327552000,NA,NA,NA,NA,NA,,
1999,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2000,1,0,NA,0,NA,NA,NA,NA,NA,NA,3119500000,NA,NA,NA,NA,NA,,
1999,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2000,1,0,NA,0,NA,NA,NA,NA,NA,NA,831750000,NA,NA,NA,NA,NA,,
1999,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984279596.4,NA,NA,NA,NA,NA,,
1999,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1999,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350100000,NA,NA,NA,NA,NA,,
2000,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2001,1,0,NA,0,NA,NA,NA,NA,NA,NA,6516651000,NA,NA,NA,NA,NA,,
2000,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2001,1,0,NA,0,NA,NA,NA,NA,NA,NA,3112350000,NA,NA,NA,NA,NA,,
2000,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2001,1,0,NA,0,NA,NA,NA,NA,NA,NA,871840755.4,NA,NA,NA,NA,NA,,
2000,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159891560,NA,NA,NA,NA,NA,,
2000,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2000,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429700000,NA,NA,NA,NA,NA,,
2001,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2002,1,0,NA,0,NA,NA,NA,NA,NA,NA,6957996000,NA,NA,NA,NA,NA,,
2001,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2002,1,0,NA,1,NA,NA,NA,NA,NA,NA,3168600000,NA,NA,NA,NA,NA,,
2001,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2002,1,0,NA,0,NA,NA,NA,NA,NA,NA,932676403.2,NA,NA,NA,NA,NA,,
2001,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284504509,NA,NA,NA,NA,NA,,
2001,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2001,860,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426700000,NA,NA,NA,NA,NA,,
2002,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2003,1,0,NA,0,NA,NA,NA,NA,NA,NA,6949317000,NA,NA,NA,NA,NA,,
2002,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2003,1,0,NA,1,NA,NA,NA,NA,NA,NA,3271200000,NA,NA,NA,NA,NA,,
2002,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2003,1,0,NA,0,NA,NA,NA,NA,NA,NA,990350000,NA,NA,NA,NA,NA,,
2002,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707662608,NA,NA,NA,NA,NA,,
2002,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2003,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2004,1,0,NA,1,NA,NA,NA,NA,NA,NA,7094413000,NA,NA,NA,NA,NA,,
2003,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2004,1,0,NA,1,NA,NA,NA,NA,NA,NA,3509700000,NA,NA,NA,NA,NA,,
2003,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2004,1,0,NA,0,NA,NA,NA,NA,NA,NA,1057850000,NA,NA,NA,NA,NA,,
2003,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2073255525,NA,NA,NA,NA,NA,,
2003,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2004,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2005,1,0,NA,1,NA,NA,NA,NA,NA,NA,7706222000,NA,NA,NA,NA,NA,,
2004,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2005,1,0,NA,1,NA,NA,NA,NA,NA,NA,3891500000,NA,NA,NA,NA,NA,,
2004,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2005,1,0,NA,0,NA,NA,NA,NA,NA,NA,1114200000,NA,NA,NA,NA,NA,,
2004,348,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2257181943,NA,NA,NA,NA,NA,,
2004,635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2005,31,NA,NA,NA,NA,NA,0,NA,BHM,0,0,2006,1,0,NA,0,NA,NA,NA,NA,NA,NA,7965588000,NA,NA,NA,NA,NA,,
2005,53,NA,NA,NA,NA,NA,0,NA,BAR,0,0,2006,1,0,NA,0,NA,NA,NA,NA,NA,NA,4314050000,NA,NA,NA,NA,NA,,
2005,80,NA,NA,NA,NA,NA,0,NA,BLZ,0,0,2006,1,0,NA,0,NA,NA,NA,NA,NA,NA,1217450000,NA,NA,NA,NA,NA,,
