year,ccode,country,regime,duration,collapse,hypart,democracy2,party2,sftgcode,coup,coup.1,predyr,postcw,pastcoup,infantmort,slowgrowth,civconc,regdur,regfail,party,anocracy,xconst,gdp,constraint,constraint2,party2,rev_party,xconst3,,
1996,325,Italy,democracy,50,0,0,1,0,ITA,0,0,1997,1,0,-1.837045607,1,0,50,0,0,0,7,1.20E+12,1,1,0,1,4,,
1996,349,Slovenia,democracy,5,0,0,1,0,SLV,0,0,1997,1,0,-2.077449112,0,0,5,0,0,0,7,20420238057,1,1,0,1,4,,
1996,350,Greece,democracy,22,0,0,1,0,GRC,0,0,1997,1,0,-1.650282069,0,0,22,0,0,0,7,1.35E+11,1,1,0,1,4,,
1996,355,Bulgaria,democracy,6,0,0,1,0,BUL,0,0,1997,1,0,-0.396332624,1,0,6,0,0,0,7,10053469055,1,1,0,1,4,,
1996,359,Moldova,democracy,5,0,0,1,0,MLD,0,0,1997,1,0,-0.285335848,1,1,5,0,0,0,7,1930071445,1,1,0,1,4,,
1996,366,Estonia,democracy,5,0,0,1,0,EST,0,0,1997,1,0,-1.274809836,0,0,5,0,0,0,7,5050369696,1,1,0,1,4,,
1996,367,Latvia,democracy,5,0,0,1,0,LAT,0,0,1997,1,0,-0.9012469,0,0,5,0,0,0,7,6133234180,1,1,0,1,4,,
1996,368,Lithuania,democracy,5,0,0,1,0,LIT,0,0,1997,1,0,-1.340681307,0,0,5,0,0,0,7,10128700000,1,1,0,1,4,,
1996,375,Finland,democracy,52,0,0,1,0,FIN,0,0,1997,1,0,-2.263599648,0,0,52,0,0,0,7,1.23E+11,1,1,0,1,4,,
1996,380,Sweden,democracy,77,0,0,1,0,SWD,0,0,1997,1,0,-2.442347032,1,0,77,0,0,0,7,2.53E+11,1,1,0,1,4,,
1996,385,Norway,democracy,111,0,0,1,0,NOR,0,0,1997,1,0,-2.228420142,0,0,111,0,0,0,7,1.58E+11,1,1,0,1,4,,
1996,390,Denmark,democracy,95,0,0,1,0,DEN,0,0,1997,1,0,-1.931521413,0,0,95,0,0,0,7,1.70E+11,1,1,0,1,4,,
1996,560,South Africa,democracy,2,0,0,1,0,SAF,0,0,1997,1,0,0.142400337,0,1,2,0,0,0,7,1.49E+11,1,1,0,1,4,,
1996,570,Lesotho,democracy,3,0,0,1,0,LES,0,0,1997,1,1,0.632439454,0,0,3,0,0,0,7,859816180.5,1,1,0,1,4,,
1996,580,Madagascar,democracy,3,0,0,1,0,MAG,0,0,1997,1,1,0.767682436,0,0,3,0,0,0,7,3545776813,1,1,0,1,4,,
1996,590,Mauritius,democracy,28,0,0,1,0,MAS,0,0,1997,1,0,-0.522102012,0,0,28,0,0,0,7,4187375888,1,1,0,1,4,,
1996,640,Turkey,democracy,13,0,0,1,0,TUR,0,0,1997,1,0,0.169026099,0,1,13,0,0,0,7,1.90E+11,1,1,0,1,4,,
1996,666,Israel,democracy,48,0,0,1,0,ISR,0,0,1997,1,0,-1.78341781,0,1,48,0,0,0,7,1.08E+11,1,1,0,1,4,,
1996,712,Mongolia,democracy,3,0,0,1,0,MON,0,0,1997,1,0,0.478312322,0,0,3,0,0,0,7,1180934217,1,1,0,1,4,,
1996,740,Japan,democracy,50,0,0,1,0,JPN,0,0,1997,1,0,-2.284272212,0,0,50,0,0,0,7,4.32E+12,1,1,0,1,4,,
1996,750,India,democracy,49,0,0,1,0,IND,0,0,1997,1,0,0.666331587,0,1,49,0,0,0,7,4.23E+11,1,1,0,1,4,,
1996,770,Pakistan,democracy,8,0,0,1,0,PAK,0,0,1997,1,0,0.912320622,0,1,8,0,0,0,7,62433340468,1,1,0,1,4,,
1996,800,Thailand,democracy,4,0,0,1,0,THI,0,0,1997,1,0,-0.336126598,0,0,4,0,0,0,7,1.51E+11,1,1,0,1,4,,
1996,900,Australia,democracy,95,0,0,1,0,AUL,0,0,1997,1,0,-1.884917999,0,0,95,0,0,0,7,4.36E+11,1,1,0,1,4,,
1996,920,New Zealand,democracy,89,0,0,1,0,NEW,0,0,1997,1,0,-1.67127654,0,0,89,0,0,0,7,65475223161,1,1,0,1,4,,
1997,2,USA,democracy,126,0,0,1,0,USA,0,0,1998,1,0,-1.848325249,0,0,126,0,0,0,7,9.09E+12,1,1,0,1,4,,
1997,20,Canada,democracy,76,0,0,1,0,CAN,0,0,1998,1,0,-1.848325249,0,0,76,0,0,0,7,6.31E+11,1,1,0,1,4,,
1997,41,Haiti,democracy,3,0,0,1,0,HAI,0,0,1998,1,0,0.841025919,1,0,3,0,0,0,7,3757500381,1,1,0,1,4,,
1997,93,Nicaragua,democracy,7,0,0,1,0,NIC,0,0,1998,1,0,0.106166411,0,0,7,0,0,0,7,4635267226,1,1,0,1,4,,
1997,94,Costa Rica,democracy,48,0,0,1,0,COS,0,0,1998,1,0,-1.019478097,0,0,48,0,0,0,7,14101753567,1,1,0,1,4,,
1997,130,Ecuador,democracy,18,0,0,1,0,ECU,0,0,1998,1,0,-0.030402809,0,0,18,0,0,0,7,27981319125,1,1,0,1,4,,
1997,145,Bolivia,democracy,15,0,0,1,0,BOL,0,0,1998,1,0,0.587882639,0,0,15,0,0,0,7,8497499333,1,1,0,1,4,,
1997,150,Paraguay,democracy,4,0,0,1,0,PAR,0,0,1998,1,1,0.071925509,0,0,4,0,0,0,7,9024567484,1,1,0,1,4,,
1997,155,Chile,democracy,8,0,0,1,0,CHL,0,0,1998,1,0,-1.203876829,0,0,8,0,0,0,7,79373597080,1,1,0,1,4,,
1997,165,Uruguay,democracy,13,0,0,1,0,URU,0,0,1998,1,0,-0.752764536,0,0,13,0,0,0,7,25385928196,1,1,0,1,4,,
1997,200,UK,democracy,86,0,0,1,0,UKG,0,0,1998,1,0,-1.786303608,0,0,86,0,0,0,7,1.48E+12,1,1,0,1,4,,
1997,205,Ireland,democracy,76,0,0,1,0,IRE,0,0,1998,1,0,-1.719833957,0,0,76,0,0,0,7,88175477593,1,1,0,1,4,,
1997,210,Netherlands,democracy,127,0,0,1,0,NTH,0,0,1998,1,0,-1.926237385,0,0,127,0,0,0,7,4.03E+11,1,1,0,1,4,,
1997,211,Belgium,democracy,77,0,0,1,0,BEL,0,0,1998,1,0,-1.859354773,0,0,77,0,0,0,7,2.56E+11,1,1,0,1,4,,
1997,225,Switzerland,democracy,127,0,0,1,0,SWZ,0,0,1998,1,0,-2.124495528,0,0,127,0,0,0,7,2.79E+11,1,1,0,1,4,,
1997,230,Spain,democracy,20,0,0,1,0,SPN,0,0,1998,1,0,-1.872378216,0,0,20,0,0,0,7,6.01E+11,1,1,0,1,4,,
1997,235,Portugal,democracy,21,0,0,1,0,POR,0,0,1998,1,0,-1.678883354,0,0,21,0,0,0,7,1.23E+11,1,1,0,1,4,,
1997,290,Poland,democracy,8,0,0,1,0,POL,0,0,1998,1,0,-1.246019274,0,0,8,0,0,0,7,1.73E+11,1,1,0,1,4,,
1997,305,Austria,democracy,52,0,0,1,0,AUS,0,0,1998,1,0,-2.021547564,0,0,52,0,0,0,7,2.13E+11,1,1,0,1,4,,
1997,310,Hungary,democracy,7,0,0,1,0,HUN,0,0,1998,1,0,-1.283759603,0,0,7,0,0,0,7,47951604854,1,1,0,1,4,,
1997,316,Czech Republic,democracy,5,0,0,1,0,CZR,0,0,1998,1,0,-1.779454266,1,0,5,0,0,0,7,63863336207,1,1,0,1,4,,
1997,325,Italy,democracy,51,0,0,1,0,ITA,0,0,1998,1,0,-1.841039243,1,0,51,0,0,0,7,1.22E+12,1,1,0,1,4,,
1997,349,Slovenia,democracy,6,0,0,1,0,SLV,0,0,1998,1,0,-1.922292607,0,0,6,0,0,0,7,21747365515,1,1,0,1,4,,
1997,350,Greece,democracy,23,0,0,1,0,GRC,0,0,1998,1,0,-1.678883354,0,0,23,0,0,0,7,1.35E+11,1,1,0,1,4,,
1997,355,Bulgaria,democracy,7,0,0,1,0,BUL,0,0,1998,1,0,-0.263314903,1,0,7,0,0,0,7,13060786998,1,1,0,1,4,,
1997,359,Moldova,democracy,6,0,0,1,0,MLD,0,0,1998,1,0,-0.225089007,1,1,6,0,0,0,7,1639497207,1,1,0,1,4,,
1997,366,Estonia,democracy,6,0,0,1,0,EST,0,0,1998,1,0,-1.2682874,0,0,6,0,0,0,7,5598277904,1,1,0,1,4,,
1997,367,Latvia,democracy,6,0,0,1,0,LAT,0,0,1998,1,0,-1.000505196,0,0,6,0,0,0,7,6616957681,1,1,0,1,4,,
1997,368,Lithuania,democracy,6,0,0,1,0,LIT,0,0,1998,1,0,-1.229145423,0,0,6,0,0,0,7,11254050000,1,1,0,1,4,,
1997,375,Finland,democracy,53,0,0,1,0,FIN,0,0,1998,1,0,-2.196936683,0,0,53,0,0,0,7,1.30E+11,1,1,0,1,4,,
1997,380,Sweden,democracy,78,0,0,1,0,SWD,0,0,1998,1,0,-2.43904125,0,0,78,0,0,0,7,2.55E+11,1,1,0,1,4,,
1997,385,Norway,democracy,112,0,0,1,0,NOR,0,0,1998,1,0,-2.141506878,0,0,112,0,0,0,7,1.51E+11,1,1,0,1,4,,
1997,390,Denmark,democracy,96,0,0,1,0,DEN,0,0,1998,1,0,-1.902798812,0,0,96,0,0,0,7,1.74E+11,1,1,0,1,4,,
1997,560,South Africa,democracy,3,0,0,1,0,SAF,0,0,1998,1,0,0.250578322,0,0,3,0,0,0,7,1.34E+11,1,1,0,1,4,,
1997,570,Lesotho,democracy,4,0,0,1,0,LES,0,0,1998,1,1,0.747638638,0,0,4,0,0,0,7,819422421.8,1,1,0,1,4,,
1997,590,Mauritius,democracy,29,0,0,1,0,MAS,0,0,1998,1,0,-0.544399579,0,0,29,0,0,0,7,4169672974,1,1,0,1,4,,
1997,640,Turkey,democracy,14,0,0,1,0,TUR,0,0,1998,1,0,0.200487447,0,1,14,0,0,0,7,2.69E+11,1,1,0,1,4,,
1997,666,Israel,democracy,49,0,0,1,0,ISR,0,0,1998,1,0,-1.674264411,0,1,49,0,0,0,7,1.10E+11,1,1,0,1,4,,
1997,712,Mongolia,democracy,4,0,0,1,0,MON,0,0,1998,1,0,0.527048062,0,0,4,0,0,0,7,1124440238,1,1,0,1,4,,
1997,740,Japan,democracy,51,0,0,1,0,JPN,0,0,1998,1,0,-2.225848031,1,0,51,0,0,0,7,3.91E+12,1,1,0,1,4,,
1997,750,India,democracy,50,0,0,1,0,IND,0,0,1998,1,0,0.728367567,0,1,50,0,0,0,7,4.29E+11,1,1,0,1,4,,
1997,800,Thailand,democracy,5,0,0,1,0,THI,0,0,1998,1,0,-0.294133398,1,0,5,0,0,0,7,1.12E+11,1,1,0,1,4,,
1997,900,Australia,democracy,96,0,0,1,0,AUL,0,0,1998,1,0,-1.879897048,0,0,96,0,0,0,7,4.00E+11,1,1,0,1,4,,
1997,920,New Zealand,democracy,90,0,0,1,0,NEW,0,0,1998,1,0,-1.666613262,0,0,90,0,0,0,7,55641204748,1,1,0,1,4,,
1998,2,USA,democracy,127,0,0,1,0,USA,0,0,1999,1,0,-1.82685079,0,0,127,0,0,0,7,9.67E+12,1,1,0,1,4,,
1998,20,Canada,democracy,77,0,0,1,0,CAN,0,0,1999,1,0,-1.82685079,0,0,77,0,0,0,7,6.74E+11,1,1,0,1,4,,
1998,41,Haiti,democracy,4,0,0,1,0,HAI,0,0,1999,1,0,0.847873473,1,0,4,0,0,0,7,4088703120,1,1,0,1,4,,
1998,93,Nicaragua,democracy,8,0,0,1,0,NIC,0,0,1999,1,0,0.203638237,0,0,8,0,0,0,7,4855717872,1,1,0,1,4,,
1998,94,Costa Rica,democracy,49,0,0,1,0,COS,0,0,1999,1,0,-0.985667531,0,0,49,0,0,0,7,15796567138,1,1,0,1,4,,
1998,130,Ecuador,democracy,19,0,0,1,0,ECU,0,0,1999,1,0,-0.051301151,0,0,19,0,0,0,7,19644866963,1,1,0,1,4,,
1998,145,Bolivia,democracy,16,0,0,1,0,BOL,0,0,1999,1,0,0.595041636,0,0,16,0,0,0,7,8285061618,1,1,0,1,4,,
1998,155,Chile,democracy,9,0,0,1,0,CHL,0,0,1999,1,0,-1.131850038,0,0,9,0,0,0,7,72995286764,1,1,0,1,4,,
1998,165,Uruguay,democracy,14,0,0,1,0,URU,0,0,1999,1,0,-0.743819994,0,0,14,0,0,0,7,23983945191,1,1,0,1,4,,
1998,200,UK,democracy,87,0,0,1,0,UKG,0,0,1999,1,0,-1.779740628,0,0,87,0,0,0,7,1.52E+12,1,1,0,1,4,,
1998,205,Ireland,democracy,77,0,0,1,0,IRE,0,0,1999,1,0,-1.731371958,0,0,77,0,0,0,7,96584809810,1,1,0,1,4,,
1998,210,Netherlands,democracy,128,0,0,1,0,NTH,0,0,1999,1,0,-1.849365811,0,0,128,0,0,0,7,4.11E+11,1,1,0,1,4,,
1998,211,Belgium,democracy,78,0,0,1,0,BEL,0,0,1999,1,0,-1.874343092,1,0,78,0,0,0,7,2.55E+11,1,1,0,1,4,,
1998,225,Switzerland,democracy,128,0,0,1,0,SWZ,0,0,1999,1,0,-2.059782344,0,0,128,0,0,0,7,2.74E+11,1,1,0,1,4,,
1998,230,Spain,democracy,21,0,0,1,0,SPN,0,0,1999,1,0,-1.938622245,0,0,21,0,0,0,7,6.18E+11,1,1,0,1,4,,
1998,235,Portugal,democracy,22,0,0,1,0,POR,0,0,1999,1,0,-1.717971423,0,0,22,0,0,0,7,1.26E+11,1,1,0,1,4,,
1998,290,Poland,democracy,9,0,0,1,0,POL,0,0,1999,1,0,-1.277089922,0,0,9,0,0,0,7,1.68E+11,1,1,0,1,4,,
1998,305,Austria,democracy,53,0,0,1,0,AUS,0,0,1999,1,0,-1.936549706,0,0,53,0,0,0,7,2.12E+11,1,1,0,1,4,,
1998,310,Hungary,democracy,8,0,0,1,0,HUN,0,0,1999,1,0,-1.255902687,0,0,8,0,0,0,7,48255011860,1,1,0,1,4,,
1998,316,Czech Republic,democracy,6,0,0,1,0,CZR,0,0,1999,1,0,-1.860816317,1,0,6,0,0,0,7,62165739783,1,1,0,1,4,,
1998,317,Slovakia,democracy,6,0,0,1,0,SLO,0,0,1999,1,0,-1.507217116,0,0,6,0,0,0,7,29947934157,1,1,0,1,4,,
1998,325,Italy,democracy,52,0,0,1,0,ITA,0,0,1999,1,0,-1.874343092,1,0,52,0,0,0,7,1.21E+12,1,1,0,1,4,,
1998,349,Slovenia,democracy,7,0,0,1,0,SLV,0,0,1999,1,0,-1.870459593,0,0,7,0,0,0,7,22309684226,1,1,0,1,4,,
1998,350,Greece,democracy,24,0,0,1,0,GRC,0,0,1999,1,0,-1.618284211,0,0,24,0,0,0,7,1.33E+11,1,1,0,1,4,,
1998,355,Bulgaria,democracy,8,0,0,1,0,BUL,0,0,1999,1,0,-0.350149461,0,0,8,0,0,0,7,13228374466,1,1,0,1,4,,
1998,359,Moldova,democracy,7,0,0,1,0,MLD,0,0,1999,1,0,-0.384635638,1,0,7,0,0,0,7,1170785048,1,1,0,1,4,,
1998,366,Estonia,democracy,7,0,0,1,0,EST,0,0,1999,1,0,-1.281381774,0,0,7,0,0,0,7,5705363339,1,1,0,1,4,,
1998,367,Latvia,democracy,7,0,0,1,0,LAT,0,0,1999,1,0,-0.816093545,0,0,7,0,0,0,7,7288524473,1,1,0,1,4,,
1998,368,Lithuania,democracy,7,0,0,1,0,LIT,0,0,1999,1,0,-1.294368969,0,0,7,0,0,0,7,10971375000,1,1,0,1,4,,
1998,375,Finland,democracy,54,0,0,1,0,FIN,0,0,1999,1,0,-2.100409203,0,0,54,0,0,0,7,1.30E+11,1,1,0,1,4,,
1998,380,Sweden,democracy,79,0,0,1,0,SWD,0,0,1999,1,0,-2.429591,0,0,79,0,0,0,7,2.59E+11,1,1,0,1,4,,
1998,385,Norway,democracy,113,0,0,1,0,NOR,0,0,1999,1,0,-2.163323023,0,0,113,0,0,0,7,1.59E+11,1,1,0,1,4,,
1998,390,Denmark,democracy,97,0,0,1,0,DEN,0,0,1999,1,0,-1.983168313,0,0,97,0,0,0,7,1.74E+11,1,1,0,1,4,,
1998,560,South Africa,democracy,4,0,0,1,0,SAF,0,0,1999,1,0,0.316592836,1,0,4,0,0,0,7,1.33E+11,1,1,0,1,4,,
1998,590,Mauritius,democracy,30,0,0,1,0,MAS,0,0,1999,1,0,-0.554404728,0,0,30,0,0,0,7,4291171396,1,1,0,1,4,,
1998,640,Turkey,democracy,15,0,0,1,0,TUR,0,0,1999,1,0,0.18842322,0,1,15,0,0,0,7,2.50E+11,1,1,0,1,4,,
1998,666,Israel,democracy,50,0,0,1,0,ISR,0,0,1999,1,0,-1.670846542,0,1,50,0,0,0,7,1.11E+11,1,1,0,1,4,,
1998,712,Mongolia,democracy,5,0,0,1,0,MON,0,0,1999,1,0,0.532356602,0,0,5,0,0,0,7,1057408608,1,1,0,1,4,,
1998,740,Japan,democracy,52,0,0,1,0,JPN,0,0,1999,1,0,-2.211204515,1,0,52,0,0,0,7,4.43E+12,1,1,0,1,4,,
1998,750,India,democracy,51,0,0,1,0,IND,0,0,1999,1,0,0.747049399,0,1,51,0,0,0,7,4.67E+11,1,1,0,1,4,,
1998,800,Thailand,democracy,6,0,0,1,0,THI,0,0,1999,1,0,-0.295725479,1,0,6,0,0,0,7,1.23E+11,1,1,0,1,4,,
1998,900,Australia,democracy,97,0,0,1,0,AUL,0,0,1999,1,0,-1.903960266,0,0,97,0,0,0,7,3.89E+11,1,1,0,1,4,,
1998,920,New Zealand,democracy,91,0,0,1,0,NEW,0,0,1999,1,0,-1.823147083,1,0,91,0,0,0,7,58176136696,1,1,0,1,4,,
1999,2,USA,democracy,128,0,0,1,0,USA,0,0,2000,1,0,-1.832658235,0,0,128,0,0,0,7,1.03E+13,1,1,0,1,4,,
1999,20,Canada,democracy,78,0,0,1,0,CAN,0,0,2000,1,0,-1.832658235,0,0,78,0,0,0,7,7.39E+11,1,1,0,1,4,,
1999,93,Nicaragua,democracy,9,0,0,1,0,NIC,0,0,2000,1,0,0.098056152,0,0,9,0,0,0,7,5107329010,1,1,0,1,4,,
1999,94,Costa Rica,democracy,50,0,0,1,0,COS,0,0,2000,1,0,-0.929894279,0,0,50,0,0,0,7,15946443103,1,1,0,1,4,,
1999,130,Ecuador,democracy,20,0,0,1,0,ECU,0,1,2000,1,0,-0.080375431,1,0,20,0,0,0,7,18327386416,1,1,0,1,4,,
1999,145,Bolivia,democracy,17,0,0,1,0,BOL,0,0,2000,1,0,0.594129846,1,0,17,0,0,0,7,8397858185,1,1,0,1,4,,
1999,150,Paraguay,democracy,6,0,0,1,0,PAR,0,1,2000,1,1,0.068388769,1,0,6,0,0,0,7,8195993231,1,1,0,1,4,,
1999,155,Chile,democracy,10,0,0,1,0,CHL,0,0,2000,1,0,-1.135679634,1,0,10,0,0,0,7,79328640264,1,1,0,1,4,,
1999,165,Uruguay,democracy,15,0,0,1,0,URU,0,0,2000,1,0,-0.823678101,1,0,15,0,0,0,7,22823255806,1,1,0,1,4,,
1999,200,UK,democracy,88,0,0,1,0,UKG,0,0,2000,1,0,-1.741019071,0,0,88,0,0,0,7,1.49E+12,1,1,0,1,4,,
1999,205,Ireland,democracy,78,0,0,1,0,IRE,0,0,2000,1,0,-1.709982095,0,0,78,0,0,0,7,97331522066,1,1,0,1,4,,
1999,210,Netherlands,democracy,129,0,0,1,0,NTH,0,0,2000,1,0,-1.83074069,0,0,129,0,0,0,7,3.85E+11,1,1,0,1,4,,
1999,211,Belgium,democracy,79,0,0,1,0,BEL,0,0,2000,1,0,-1.896045789,0,0,79,0,0,0,7,2.33E+11,1,1,0,1,4,,
1999,225,Switzerland,democracy,129,0,0,1,0,SWZ,0,0,2000,1,0,-2.052926848,1,0,129,0,0,0,7,2.56E+11,1,1,0,1,4,,
1999,230,Spain,democracy,22,0,0,1,0,SPN,0,0,2000,1,0,-1.90425939,0,0,22,0,0,0,7,5.80E+11,1,1,0,1,4,,
1999,235,Portugal,democracy,23,0,0,1,0,POR,0,0,2000,1,0,-1.746286859,0,0,23,0,0,0,7,1.17E+11,1,1,0,1,4,,
1999,290,Poland,democracy,10,0,0,1,0,POL,0,0,2000,1,0,-1.31418439,0,0,10,0,0,0,7,1.71E+11,1,1,0,1,4,,
1999,305,Austria,democracy,54,0,0,1,0,AUS,0,0,2000,1,0,-2.031624262,0,0,54,0,0,0,7,1.92E+11,1,1,0,1,4,,
1999,310,Hungary,democracy,9,0,0,1,0,HUN,0,0,2000,1,0,-1.365778482,0,0,9,0,0,0,7,46385589534,1,1,0,1,4,,
1999,316,Czech Republic,democracy,7,0,0,1,0,CZR,0,0,2000,1,0,-1.959358064,1,0,7,0,0,0,7,58807244368,1,1,0,1,4,,
1999,317,Slovakia,democracy,7,0,0,1,0,SLO,0,0,2000,1,0,-1.379103938,1,0,7,0,0,0,7,28724041828,1,1,0,1,4,,
1999,325,Italy,democracy,53,0,0,1,0,ITA,0,0,2000,1,0,-1.891964152,1,0,53,0,0,0,7,1.10E+12,1,1,0,1,4,,
1999,349,Slovenia,democracy,8,0,0,1,0,SLV,0,0,2000,1,0,-1.988089322,0,0,8,0,0,0,7,19979467790,1,1,0,1,4,,
1999,350,Greece,democracy,25,0,0,1,0,GRC,0,0,2000,1,0,-1.66841335,0,0,25,0,0,0,7,1.24E+11,1,1,0,1,4,,
1999,355,Bulgaria,democracy,9,0,0,1,0,BUL,0,0,2000,1,0,-0.333926731,1,0,9,0,0,0,7,12903546765,1,1,0,1,4,,
1999,359,Moldova,democracy,8,0,0,1,0,MLD,0,0,2000,1,0,-0.342540048,1,0,8,0,0,0,7,1288420223,1,1,0,1,4,,
1999,366,Estonia,democracy,8,0,0,1,0,EST,0,0,2000,1,0,-1.205970806,1,0,8,0,0,0,7,5675697575,1,1,0,1,4,,
1999,367,Latvia,democracy,8,0,0,1,0,LAT,0,0,2000,1,0,-1.032232993,0,0,8,0,0,0,7,7833068425,1,1,0,1,4,,
1999,368,Lithuania,democracy,8,0,0,1,0,LIT,0,0,2000,1,0,-1.333804178,1,0,8,0,0,0,7,11434200000,1,1,0,1,4,,
1999,375,Finland,democracy,55,0,0,1,0,FIN,0,0,2000,1,0,-2.194005443,0,0,55,0,0,0,7,1.22E+11,1,1,0,1,4,,
1999,380,Sweden,democracy,80,0,0,1,0,SWD,0,0,2000,1,0,-2.411654478,0,0,80,0,0,0,7,2.47E+11,1,1,0,1,4,,
1999,385,Norway,democracy,114,0,0,1,0,NOR,0,0,2000,1,0,-2.114598662,0,0,114,0,0,0,7,1.68E+11,1,1,0,1,4,,
1999,390,Denmark,democracy,98,0,0,1,0,DEN,0,0,2000,1,0,-2.038674824,0,0,98,0,0,0,7,1.60E+11,1,1,0,1,4,,
1999,560,South Africa,democracy,5,0,0,1,0,SAF,0,0,2000,1,0,0.370520005,0,0,5,0,0,0,7,1.33E+11,1,1,0,1,4,,
1999,590,Mauritius,democracy,31,0,0,1,0,MAS,0,0,2000,1,0,-0.489507821,0,0,31,0,0,0,7,4582562398,1,1,0,1,4,,
1999,640,Turkey,democracy,16,0,0,1,0,TUR,0,0,2000,1,0,0.168199066,1,1,16,0,0,0,7,2.67E+11,1,1,0,1,4,,
1999,666,Israel,democracy,51,0,0,1,0,ISR,0,0,2000,1,0,-1.720221093,0,1,51,0,0,0,7,1.25E+11,1,1,0,1,4,,
1999,712,Mongolia,democracy,6,0,0,1,0,MON,0,0,2000,1,0,0.529534816,0,0,6,0,0,0,7,1136896162,1,1,0,1,4,,
1999,740,Japan,democracy,53,0,0,1,0,JPN,0,0,2000,1,0,-2.233336354,1,0,53,0,0,0,7,4.73E+12,1,1,0,1,4,,
1999,750,India,democracy,52,0,0,1,0,IND,0,0,2000,1,0,0.757656913,0,1,52,0,0,0,7,4.77E+11,1,1,0,1,4,,
1999,800,Thailand,democracy,7,0,0,1,0,THI,0,0,2000,1,0,-0.305184262,0,0,7,0,0,0,7,1.23E+11,1,1,0,1,4,,
1999,900,Australia,democracy,98,0,0,1,0,AUL,0,0,2000,1,0,-1.755128651,0,0,98,0,0,0,7,4.15E+11,1,1,0,1,4,,
1999,920,New Zealand,democracy,92,0,0,1,0,NEW,0,0,2000,1,0,-1.753354029,0,0,92,0,0,0,7,52011621745,1,1,0,1,4,,
2000,2,USA,democracy,129,0,0,1,0,USA,0,0,2001,1,0,-1.824239071,0,0,129,0,0,0,7,1.06E+13,1,1,0,1,4,,
2000,20,Canada,democracy,79,0,0,1,0,CAN,0,0,2001,1,0,-1.824239071,0,0,79,0,0,0,7,7.33E+11,1,1,0,1,4,,
2000,93,Nicaragua,democracy,10,0,0,1,0,NIC,0,0,2001,1,0,0.065740095,0,0,10,0,0,0,7,5323146568,1,1,0,1,4,,
2000,94,Costa Rica,democracy,51,0,0,1,0,COS,0,0,2001,1,0,-1.073185893,1,0,51,0,0,0,7,16403602943,1,1,0,1,4,,
2000,145,Bolivia,democracy,18,0,0,1,0,BOL,0,0,2001,1,0,0.575228393,0,0,18,0,0,0,7,8141513292,1,1,0,1,4,,
2000,150,Paraguay,democracy,7,0,0,1,0,PAR,1,0,2001,1,1,0.044896833,1,0,7,0,0,0,7,7662595076,1,1,0,1,4,,
2000,155,Chile,democracy,11,0,0,1,0,CHL,0,0,2001,1,0,-1.26242789,0,0,11,0,0,0,7,72336972322,1,1,0,1,4,,
2000,165,Uruguay,democracy,16,0,0,1,0,URU,0,0,2001,1,0,-0.840289691,1,0,16,0,0,0,7,20898788420,1,1,0,1,4,,
2000,200,UK,democracy,89,0,0,1,0,UKG,0,0,2001,1,0,-1.768149605,0,0,89,0,0,0,7,1.49E+12,1,1,0,1,4,,
2000,205,Ireland,democracy,79,0,0,1,0,IRE,0,0,2001,1,0,-1.643521365,0,0,79,0,0,0,7,1.05E+11,1,1,0,1,4,,
2000,210,Netherlands,democracy,130,0,0,1,0,NTH,0,0,2001,1,0,-1.828092641,0,0,130,0,0,0,7,4.01E+11,1,1,0,1,4,,
2000,211,Belgium,democracy,80,0,0,1,0,BEL,0,0,2001,1,0,-1.849556878,0,0,80,0,0,0,7,2.32E+11,1,1,0,1,4,,
2000,225,Switzerland,democracy,130,0,0,1,0,SWZ,0,0,2001,1,0,-2.018944687,0,0,130,0,0,0,7,2.63E+11,1,1,0,1,4,,
2000,230,Spain,democracy,23,0,0,1,0,SPN,0,0,2001,1,0,-1.953384492,0,0,23,0,0,0,7,6.09E+11,1,1,0,1,4,,
2000,235,Portugal,democracy,24,0,0,1,0,POR,0,0,2001,1,0,-1.746566034,0,0,24,0,0,0,7,1.20E+11,1,1,0,1,4,,
2000,290,Poland,democracy,11,0,0,1,0,POL,0,0,2001,1,0,-1.373653526,0,0,11,0,0,0,7,1.90E+11,1,1,0,1,4,,
2000,305,Austria,democracy,55,0,0,1,0,AUS,0,0,2001,1,0,-1.900123765,0,0,55,0,0,0,7,1.92E+11,1,1,0,1,4,,
2000,310,Hungary,democracy,10,0,0,1,0,HUN,0,0,2001,1,0,-1.238591444,0,0,10,0,0,0,7,52720966883,1,1,0,1,4,,
2000,316,Czech Republic,democracy,8,0,0,1,0,CZR,0,0,2001,1,0,-2.052201908,0,0,8,0,0,0,7,64375288107,1,1,0,1,4,,
2000,317,Slovakia,democracy,8,0,0,1,0,SLO,0,0,2001,1,0,-1.334008694,1,0,8,0,0,0,7,30318731991,1,1,0,1,4,,
2000,325,Italy,democracy,54,0,0,1,0,ITA,0,0,2001,1,0,-2.016610963,0,0,54,0,0,0,7,1.12E+12,1,1,0,1,4,,
2000,344,Croatia,democracy,9,0,0,1,0,CRO,0,0,2001,1,0,-1.487766832,0,0,9,0,0,0,7,23052044813,1,1,0,1,4,,
2000,349,Slovenia,democracy,9,0,0,1,0,SLV,0,0,2001,1,0,-1.921088898,0,0,9,0,0,0,7,20498926981,1,1,0,1,4,,
